"Term","Label","Description","ParentTerm","ParentType","Value","RelatedTerms","Relation","Comment","Source","Created","Modified","Status","Contributors","Resolution","","","","","","","","","","","","","","",""
"CostJudicialPenalties","Cost of Judicial Penalties","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"LossCompetitiveAdvantage","Loss of Competitive Advantage","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"LossTechnologicalAdvantage","Loss of Technological Advantage","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"LossTrust","Loss of Trust","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"LossNegotiatingCapacity","Loss of Negotiating Capacity","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"IndustrialCrisis","Industrial Crisis","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"GovernmentCrisis","Government Crisis","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"ReplacementCosts","Replacement Costs","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CostAcquisition","Cost of Acquisition","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CostConfiguration","Cost of Configuration","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CostInstallation","Cost of Installation","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CostBackup","Cost of Backup","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CostSuspendedOperations","Cost of Suspended Operations","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"SecurityBreach","Security Breach","","dpv:Consequence","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"LossOpportunity","Loss of Opportunity","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CostOperationInterruption","Cost of Operation Interruption","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"MisuseBreachedInformation","Misuse of Breached Information","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"ViolationStatutoryObligations","Violation of Statutory Obligations","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"ViolationRegulatoryObligations","Violation of Regulatory Obligations","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"ViolationContractualObligations","Violation of Contractual Obligations","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"ViolationCodeConduct","Violation of Code of Conduct","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"ViolationEthicalCode","Violation of Ethical Code","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"InterceptionCommunications","Interception of Communications","","dpv:Consequence","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Spying","Spying","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"PhysicalSpying","Physical Spying","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CyberSpying","Cyber Spying","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"RemoteSpying","Remote Spying","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Eavesdropping","Eavesdropping","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Theft","Theft","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"TheftEquipment","Theft of Equipment","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"TheftMedia","Theft of Media","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"RetrievalDiscardedEquipment","Retrieval of Discarded Equipment","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"RetrievalDeletedData","Retrieval of Deleted Data","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"UnwantedDisclosureData","Unwanted Disclosure of Data","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"UnauthorisedDisclosureData","Unauthorised Disclosure of Data","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"EquipmentFailure","Equipment Failure","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"EquipmentMalfunction","Equipment Malfunction","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"SoftwareMalfunction","Software Malfunction","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"UnauthorisedUseEquipment","Unauthorised Use of Equipment","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"UnauthorisedAccesstoPremises","Unauthorised Access to Premises","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Fraud","Fraud","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Terrorism","Terrorism","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Scam","Scam","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CorruptionData","Corruption of Data","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"UnwantedDeletionData","Unwanted Deletion of Data","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"IllegalProcessingData","Illegal Processing of Data","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"ErrornousUse","Errornous Use","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"ImpacttoRights","Impact to Rights","","dpv:Impact","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"DenialServiceAttack","Denial of Service Attack","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"DistributedDenialServiceAttack","Distributed Denial of Service Attack","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"UnauthorisedSystemAccess","Unauthorised System Access","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Stalking","Stalking","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"PhysicalStalking","Physical Stalking","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"CyberStalking","Cyber Stalking","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"UnauthorisedImpersonation","Unauthorised Impersonation","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"RansomDemand","Ransom Demand","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Spoofing","Spoofing","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"Blackmail","Blackmail","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"PhysicalAssault","Physical Assault","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"LossProprietaryInformation","Loss of Proprietary Information","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"VulnerabilityCreated","Vulnerability Created","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","","","accepted","","","","","","","","","","","","","","","","",""
"PsychologicalHarm","Psychological Harm","","dpv:Harm","sc","","","","","","","","accepted","","","","","","","","","","","","","","","","",""
