"Term","Label","Description","ParentTerm","ParentType","Value","RelatedTerms","Relation","Comment","Source","Created","Modified","Status","Contributors","Resolution","","","","","","","","","","","","","","",""
"FinancialInvestigationCosts","Financial Investigation Costs","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"FinancialLoss","Financial Loss","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"FinancialPersonnelCosts","Financial Personnel Costs","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"FinancialRepairCosts","Financial Repair Costs","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Fraud","Fraud","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"GovernmentCrisis","Government Crisis","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"HarmfulSpeech","Harmful Spech","","dpv:Harm","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"HealthLifeImpact","Health and life impact","","dpv:Impact","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"HumanErrors","Human Errors","","dpv:Detriment","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"IdentityFraud","Identity Fraud","","dpv:Harm","sc","","","","","(ENISA Threat Taxonomy 2016,https://www.enisa.europa.eu/topics/threat-risk-management/threats-and-trends/enisa-threat-landscape/threat-taxonomy/view)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"IdentityTheft","Identity Theft","","dpv:Harm","sc","","","","","(ENISA Threat Taxonomy 2016,https://www.enisa.europa.eu/topics/threat-risk-management/threats-and-trends/enisa-threat-landscape/threat-taxonomy/view)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"IdentityDispute","Identity Dispute","","dpv:Detriment","sc","","","","","","2022-08-24","","accepted","Harshvardhan J. Pandit","","","","","","","","","","","","","","","",""
"IllegalProcessingData","Illegal Processing of Data","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"ImpacttoRights","Impact to Rights","","dpv:Impact","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"IncreaseInternalCost","Increase Internal Cost","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"IndustrialCrisis","Industrial Crisis","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"Injury","Injury","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"InterceptionCommunications","Interception of Communications","","dpv:Damage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"InternalOperationDisruption","Internal Operation Disruption","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"KnownVulnerabilityExploited","Known Vulnerability Exploited","","dpv:Detriment","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LawEnforcementAdverseEffects","Law Enforcement Adverse Effects","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LimitationOfRights","Limitation of Rights","","dpv:Harm","sc","","","","","","2022-08-18","","accepted","Georg P Krog, Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossAssets","Loss of Assets","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossCompetitiveAdvantage","Loss of Competitive Advantage","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossControlOverData","Loss of Control over Data","","dpv:NonMaterialDamage","sc","","","","","","2022-08-19","","accepted","Georg P Krog, Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossCredibility","Loss of Credibility","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossCustomerConfidence","Loss of Customer Confidence","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossCustomers","Loss of Customers","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossData","Loss of Data","","dpv:NonMaterialDamage","sc","","","","","(ENISA Threat Taxonomy 2016,https://www.enisa.europa.eu/topics/threat-risk-management/threats-and-trends/enisa-threat-landscape/threat-taxonomy/view)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossFunds","Loss of Funds","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossGoods","Loss of Goods","","dpv:MaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossGoodwill","Loss of Goodwill","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossNegotiatingCapacity","Loss of Negotiating Capacity","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossOpportunity","Loss of Opportunity","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossProprietaryInformation","Loss of Proprietary Information","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossReputation","Loss of Reputation","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossResources","Loss of Resources","","dpv:NonMaterialDamage","sc","","","","","(ENISA Threat Taxonomy 2016,https://www.enisa.europa.eu/topics/threat-risk-management/threats-and-trends/enisa-threat-landscape/threat-taxonomy/view)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossSuppliers","Loss of Suppliers","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossTechnologicalAdvantage","Loss of Technological Advantage","","dpv:NonMaterialDamage","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"LossTrust","Loss of Trust","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"MaliciousCodeAttack","Malicious Code Attack","Intentional use of software by including or inserting in a system for a harmful purpose","dpv:Detriment","sc","","","","","(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"MalwareAttack","Malware Attack","Malware is software or firmware intended to perform an unauthorised process that will have an adverse impact on the confidentiality, integrity, or availability of a system","dpv:Detriment","sc","","","","","(ENISA Methodology for Sectoral Cybersecurity Assessments,https://www.enisa.europa.eu/publications/methodology-for-a-sectoral-cybersecurity-assessment)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"MisinformationDisinformation","MisinformationDisinformation","Information that is untrue, misleading, or false and used intentionally (disinformation) or unintentionally (misinformation)","dpv:Detriment","sc","","","","","(ENISA Threat Landscape 2021,https://www.enisa.europa.eu/publications/enisa-threat-landscape-2021)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"MisuseBreachedInformation","Misuse of Breached Information","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"OrganisationDisruption","Organisation Disruption","","dpv:Detriment","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PersonalSafetyEndangerment","Personal Safety Endangerment","","dpv:Harm","sc","","","","","(ISO/IEC 27005:2018,https://www.iso.org/standard/75281.html)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
"PersonnelAbsence","Personnel Absence","","dpv:NonMaterialDamage","sc","","","","","(ENISA Threat Taxonomy 2016,https://www.enisa.europa.eu/topics/threat-risk-management/threats-and-trends/enisa-threat-landscape/threat-taxonomy/view)","2022-08-17","","accepted","Harshvardhan J. Pandit","https://www.w3.org/2022/08/17-dpvcg-minutes.html","","","","","","","","","","","","","","",""
