Term,Label,Definition,ParentTerm,ParentType,Value,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
Communication,Communication,Information communicated from or to an individual,pd:Social,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CommunicationsMetadata,Communications Metadata,Information about communication metadata in the public sphere,pd:PublicLife,dpv:PersonalData,,svd:Interactive,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Connection,Connection,Information about and including connections in a social network,pd:SocialNetwork,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Contact,Contact,Information about contacts or used for contacting e.g. email address or phone number,pd:Tracking,dpv:PersonalData,,svd:Physical,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Country,Country,"Information about country e.g. residence, travel.",pd:Location,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Credit,Credit,Information about reputation with regards to money,pd:Transactional,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CreditCapacity,Credit Capacity,Information about credit capacity.,pd:Credit,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CreditCardNumber,Credit Card Number,Information about credit card number,pd:PaymentCardNumber,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CreditRecord,Credit Record,Information about credit record.,pd:Credit,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CreditScore,Credit Score,Information about credit score.,pd:CreditWorthiness,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CreditStanding,Credit Standing,Information about credit standing.,pd:Credit,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CreditWorthiness,Credit Worthiness,Information about credit worthiness.,pd:Credit,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Criminal,Criminal,Information about criminal activity e.g. criminal convictions or jail time,pd:Social,dpv:PersonalData,,svd:Judicial,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CriminalCharge,Criminal Charge,Information about criminal charges.,pd:Criminal,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CriminalConviction,Criminal Conviction,Information about criminal convictions.,pd:Criminal,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CriminalOffense,Criminal Offense,Information about criminal offenses,pd:Criminal,dpv:PersonalData,,,,,,2022-10-22,,accepted,Georg P Krog,,,,,,,,,,,,,,
CriminalPardon,Criminal Pardon,Information about criminal pardons.,pd:Criminal,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
CurrentEmployment,Current Employment,Information about current employment,pd:EmploymentHistory,dpv:PersonalData,,,,,,2022-04-20,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/04/20-dpvcg-minutes.html,,,,,,,,,,,,,
Demeanor,Demeanor,Information about demeanor.,pd:Behavioral,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Demographic,Demographic,Information about demography and demographic characteristics,pd:External,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
DeviceApplications,Device Applications,Information about applications or application-like software on a device.,pd:DeviceSoftware,dpv:PersonalData,,,,,"(DPVCG, https://www.w3.org/community/dpvcg/)",2020-11-04,,accepted,"Harshvardhan J. Pandit, Beatriz Esteves, Georg P Krog, Paul Ryan",https://www.w3.org/community/dpvcg/wiki/Workshop20201104,,,,,,,,,,,,,
DeviceBased,Device Based,Information about devices,pd:Tracking,dpv:PersonalData,,svd:Computer,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
DeviceOperatingSystem,Device Operating System,Information about the operating system (OS) or system software that manages hardware or software resources.,pd:DeviceSoftware,dpv:PersonalData,,,,,"(DPVCG, https://www.w3.org/community/dpvcg/)",2020-11-04,,accepted,"Georg P Krog, Harshvardhan J. Pandit, Beatriz Esteves, Paul Ryan",https://www.w3.org/community/dpvcg/wiki/Workshop20201104,,,,,,,,,,,,,
DeviceSoftware,Device Software,Information about software on or related to a device.,pd:DeviceBased,dpv:PersonalData,,,,,"(DPVCG, https://www.w3.org/community/dpvcg/)",2020-11-04,,accepted,"Harshvardhan J. Pandit, Beatriz Esteves, Georg P Krog, Paul Ryan",https://www.w3.org/community/dpvcg/wiki/Workshop20201104,,,,,,,,,,,,,
Dialect,Dialect,Information about linguistic dialects.,pd:Language,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
DigitalFingerprint,Digital Fingerprint,Information about a 'digital fingerprint' created for identification,pd:Tracking,dpv:PersonalData,,,,,,2022-06-15,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,
Disability,Disability,Information about disabilities.,pd:MedicalHealth,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
DisciplinaryAction,Disciplinary Action,Information about disciplinary actions and its history,pd:Professional,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Dislike,Dislike,Information about dislikes or preferences regarding repulsions.,pd:Interest,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Divorce,Divorce,Information about divorce(s).,pd:FamilyStructure,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
DNACode,DNA Code,Information about DNA.,pd:MedicalHealth,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
DrugTestResult,Drug Test Result,Information about drug test results.,pd:MedicalHealth,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Education,Education,Information about education,pd:Professional,dpv:PersonalData,,,,,,2022-04-20,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/04/20-dpvcg-minutes.html,,,,,,,,,,,,,
EducationExperience,Education Experience,Information about education experience e.g. attending a university,pd:Education,dpv:PersonalData,,,,,,2022-04-20,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/04/20-dpvcg-minutes.html,,,,,,,,,,,,,
EducationQualification,Education Qualification,Information about educational qualifications,pd:Education,dpv:PersonalData,,,,,,2022-04-20,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/04/20-dpvcg-minutes.html,,,,,,,,,,,,,
EmailAddress,Email Address,Information about Email address.,pd:Contact,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
EmailAddressPersonal,Email Address Personal,Information about Email address used in Personal capacity,pd:EmailAddress,dpv:PersonalData,,,,,,2022-04-20,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/04/20-dpvcg-minutes.html,,,,,,,,,,,,,
EmailAddressWork,Email Address Work,Information about Email address used for Work or in Professional capacity,pd:EmailAddress,dpv:PersonalData,,,,,,2022-04-20,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/04/20-dpvcg-minutes.html,,,,,,,,,,,,,
EmailContent,Email Content,Information about the contents of Emails sent or received,pd:Communication,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
EmploymentHistory,Employment History,Information about employment history,pd:Professional,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Ethnicity,Ethnicity,Information about ethnic origins and lineage,pd:External,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FacialPrint,Facial Print,Information about facial print or pattern,pd:Biometric,dpv:PersonalData,,,,,,2022-06-15,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,
Family,Family,Information about family and relationships,pd:Social,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FamilyHealthHistory,Family Health History,Information about family health history.,pd:HealthHistory,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FamilyStructure,Family Structure,Information about family and familial structure.,pd:Family,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Favorite,Favorite,Information about favorites,pd:Preference,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FavoriteColor,Favorite Color,Information about favorite color.,pd:Favorite,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FavoriteFood,Favorite Food,Information about favorite food.,pd:Favorite,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FavoriteMusic,Favorite Music,Information about favorite music.,pd:Favorite,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
Fetish,Fetish,Information about an individual's sexual fetishes,pd:Sexual,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FinancialAccount,Financial Account,Information about financial accounts.,pd:Financial,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FinancialAccountNumber,Financial Account Number,Information about financial account number,pd:AccountIdentifier,dpv:PersonalData,,,,,"(EnterPrivacy Categories of Personal Information, https://enterprivacy.com/wp-content/uploads/2018/09/Categories-of-Personal-Information.pdf)",2019-06-04,,accepted,"Elmar Kiesling; Harshvardhan J. Pandit, Fajar Ekaputra",https://www.w3.org/2019/06/04-dpvcg-minutes.html,,,,,,,,,,,,,
FinancialStatus,Financial Status,Information about financial status or standing,pd:Financial,dpv:PersonalData,,,,,,2022-06-15,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,
