Term,Label_EN,Label_DE,start,end,Jurisdictions,webpage,Created,Modified,Status,Contributors,Resolution
Germany,,,,,,,,,,,
DE-TH-ThürDSG,Thuringian Data Protection Act (ThürDSG),Thüringer Datenschutzgesetz (ThürDSG),,,dpv-legal:DE-TH,https://landesrecht.thueringen.de/bsth/document/jlr-DSGTH2018rahmen,2022-03-30,,accepted,"Julian Flake,Harshvardhan J. Pandit",https://www.w3.org/2022/03/30-dpvcg-minutes.html,,,,,,,,,,,,
,,,,,,,,,,,
EU,,,,,,,,,,,
EU-GDPR,General Data Protection Regulation (GDPR),,2018-05-25,,"dpv-legal:DE,dpv-legal:CY,dpv-legal:AT,dpv-legal:BE,dpv-legal:BG,dpv-legal:DK,dpv-legal:EE,dpv-legal:ES,dpv-legal:FI,dpv-legal:FR,dpv-legal:GR,dpv-legal:HR,dpv-legal:HU,dpv-legal:IE,dpv-legal:IT,dpv-legal:LT,dpv-legal:LU,dpv-legal:LV,dpv-legal:MT,dpv-legal:NL,dpv-legal:PL,dpv-legal:PT,dpv-legal:RO,dpv-legal:SE,dpv-legal:SI,dpv-legal:SK,dpv-legal:CZ,dpv-legal:DE-BW,dpv-legal:DE-BY,dpv-legal:DE-BE,dpv-legal:DE-BB,dpv-legal:DE-HB,dpv-legal:DE-HH,dpv-legal:DE-HE,dpv-legal:DE-NI,dpv-legal:DE-MV,dpv-legal:DE-NW,dpv-legal:DE-RP,dpv-legal:DE-SL,dpv-legal:DE-SN,dpv-legal:DE-ST,dpv-legal:DE-SH,dpv-legal:DE-TH",http://data.europa.eu/eli/reg/2016/679/oj,2022-03-30,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/03/30-dpvcg-minutes.html,,,,,,,,,,,,
,,,,,,,,,,,
US,,,,,,,,,,,
US-CA-CCPA,California Consumer Privacy Act (CCPA),,2020-01-01,,dpv-legal:US-CA,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201720180AB375,2022-03-30,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/03/30-dpvcg-minutes.html,,,,,,,,,,,,
US-CA-CPRA,California Privacy Rights Act (CPRA),,2023-01-01,,dpv-legal:US-CA,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201720180AB375,2022-03-30,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/03/30-dpvcg-minutes.html,,,,,,,,,,,,
US-UT-UCPA,Utah Consumer Privacy Act (UCPA),,2023-12-31,,dpv-legal:US-UT,https://le.utah.gov/~2022/bills/static/SB0227.html,2022-11-22,,accepted,Jonathan Bowker,,,,,,,,,,,,,
,,,,,,,,,,,
GB-DPA,Data Protection Act (DPA),,2018-05-25,,dpv-legal:GB,https://www.legislation.gov.uk/ukpga/2018/12/contents,2022-07-20,2022-10-14,modified,Harshvardhan J. Pandit,https://www.w3.org/2022/03/30-dpvcg-minutes.html
GB-GDPR,General Data Protection Regulation (GDPR),,2019-02-28,,dpv-legal:GB,https://www.legislation.gov.uk/eur/2016/679/contents,2022-07-20,2022-10-14,modified,Harshvardhan J. Pandit,https://www.w3.org/2022/03/30-dpvcg-minutes.html

US-VA-VCDPA,Virginia Consumer Data Protection Act (VCDPA),,2023-01-01,,dpv-legal:US-VA,https://lis.virginia.gov/cgi-bin/legp604.exe?212+sum+HB2307,2022-11-23,,accepted,Jonathan Bowker,,,,,,,,,,,,,
US-CO-CPA,Colorado Privacy Act (CPA),,2024-01-07,,dpv-legal:US-CO,https://leg.colorado.gov/bills/sb21-190,2022-11-23,,accepted,Jonathan Bowker,,,,,,,,,,,,,
US-CT-CTPA,Connecticut Data Privacy Act (CTPA),,2023-01-07,,dpv-legal:US-CT,https://www.cga.ct.gov/2022/ACT/PA/PDF/2022PA-00015-R00SB-00006-PA.PDF,2022-11-23,,accepted,Jonathan Bowker,,,,,,,,,,,,,
US-NV-NPICICA,Nevada Privacy of Information Collected on the Internet from Consumers Act (NPICICA),,2021-01-10,,dpv-legal:US-NV,https://www.leg.state.nv.us/NRS/NRS-603A.html,2022-11-23,,accepted,Jonathan Bowker,,,,,,,,,,,,,
