BackgroundChecks,Background Checks,Procedure where the background of an entity is assessed to identity vulnerabilities and threats due to their current or intended role,dpv:SecurityProcedure,dpv:OrganisationalMeasure,,,,,"(ENISA 5G Cybersecurity Standards,https://www.enisa.europa.eu/publications/5g-cybersecurity-standards)",2022-08-17,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/08/17-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
CredentialManagement,Credential Management,Management of credentials and their use in authorisations,dpv:AuthorisationProcedure,dpv:OrganisationalMeasure,,,,,,2022-06-15,,accepted,Georg P. Krog,https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
IdentityManagementMethod,Identity Management Method,Management of identity and identity-based processes,dpv:AuthorisationProcedure,dpv:OrganisationalMeasure,,,,,"(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)",2022-08-17,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/08/17-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
ThirdPartySecurityProcedures,Third Party Security Procedures,Procedures related to security associated with Third Parties,dpv:SecurityProcedure,dpv:OrganisationalMeasure,,,,,"(ENISA 5G Cybersecurity Standards,https://www.enisa.europa.eu/publications/5g-cybersecurity-standards)",2022-08-17,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/08/17-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
SecureProcessingEnvironment,Secure Processing Environment,A physical or virtual environment supported by organisational means that integrates security and compliance requirements and allows supervising data processing actions,dpv:SecurityProcedure,dpv:OrganisationalMeasure,,,,,DGA 2.20,2024-04-14,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
CertificationSeal,Certification and Seal,"Certifications, seals, and marks indicating compliance to regulations or practices",,dpv:OrganisationalMeasure,,,,,,2019-04-05,,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
Certification,Certification,"Certification mechanisms, seals, and marks for the purpose of demonstrating compliance",dpv:CertificationSeal,dpv:OrganisationalMeasure,,,,,,2019-04-05,,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
Seal,Seal,A seal or a mark indicating proof of certification to some certification or standard,dpv:CertificationSeal,dpv:OrganisationalMeasure,,,,,,2019-04-05,,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
GuidelinesPrinciple,Guidelines Principle,Guidelines or Principles regarding processing and operational measures,,dpv:OrganisationalMeasure,,,,,,2019-04-05,,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
CodeOfConduct,Code of Conduct,A set of rules or procedures outlining the norms and practices for conducting activities,dpv:GuidelinesPrinciple,dpv:OrganisationalMeasure,,,,,,2019-04-05,,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
Standard,Standard,A set of requirements or norms that are agreed upon i.e. they are considered a 'standard',dpv:GuidelinesPrinciple,dpv:OrganisationalMeasure,,,,DPV does not restrict the notion of 'standard' to those published by specific or 'formal' bodies,,2024-12-01,,accepted,"Delaram Golpayegani, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
DesignStandard,Design Standard,A set of rules or guidelines outlining criterias for design,dpv:Standard,dpv:OrganisationalMeasure,,,,,,2019-04-05,,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
TechnicalStandard,Technical Standard,A technical standard is a standard that establishes norms or requirements regarding technology or technical processes,dpv:Standard,dpv:OrganisationalMeasure,,,,,,2024-12-01,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
ManagementStandard,Management Standard,A management standard is a standard that establishes norms or requirements regarding the management operations and processes e.g. in an organisation,dpv:Standard,dpv:OrganisationalMeasure,,,,,,2024-12-01,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
PrivacyByDefault,Privacy by Default,Practices regarding setting the default configurations of information and services to implement data protection and privacy (synonymous with Data Protection by Default),dpv:GuidelinesPrinciple,dpv:OrganisationalMeasure,,,,,,2019-04-05,2024-04-14,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
PrivacyByDesign,Privacy by Design,Practices regarding incorporating data protection and privacy in the design of information and services (synonymous with Data Protection by Design),dpv:GuidelinesPrinciple,dpv:OrganisationalMeasure,,,,,,2019-04-05,,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
Guideline,Guideline,Practices that specify how activities must be conducted,dpv:GuidelinesPrinciple,dpv:OrganisationalMeasure,,,,,,2024-05-12,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
Principle,Principle,A representation of values or norms that must be taken into consideration when conducting activities,dpv:GuidelinesPrinciple,dpv:OrganisationalMeasure,,,,,,2024-05-12,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
Notice,Notice,"A notice is an artefact for providing information, choices, or controls",,dpv:OrganisationalMeasure,,,,"Notice refers to the information whereas Notification refers to the provision of that notice. In several cases, they are used interchangeably - for example Privacy Notice as a measure or control refers to both the information as well as the act of making it available. For 'active' contexts where this distinction is important, e.g. data breach notifications, see Notification concept.",,2021-09-08,,accepted,"Paul Ryan, David Hickey, Georg P. Krog, Harshvardhan J. Pandit",https://www.w3.org/2021/07/07-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
PrivacyNotice,Privacy Notice,Represents a notice or document outlining information regarding privacy,dpv:Notice,dpv:OrganisationalMeasure,,,,,,2021-09-08,,accepted,"Georg P. Krog, Paul Ryan, David Hickey, Harshvardhan J. Pandit",https://www.w3.org/2021/07/07-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
ConsentNotice,Consent Notice,A Notice for information provision associated with Consent,dpv:PrivacyNotice,dpv:OrganisationalMeasure,,,,,,2022-06-21,,accepted,"Georg P. Krog, Harshvardhan J. Pandit, Paul Ryan, Julian Flake",https://www.w3.org/2022/06/22-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
SecurityIncidentNotice,Security Incident Notice,A notice providing information about security incident(s),dpv:Notice,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataBreachNotice,Data Breach Notice,"A notice providing information about data breach(es) i.e. unauthorised transfer, access, use, or modification of data",dpv:SecurityIncidentNotice,dpv:OrganisationalMeasure,,,,,"DGA 12.k, DGA 21.5 GDPR 33, GDPR 34",2024-04-14,,accepted,"Georg P. Krog, Paul Ryan, David Hickey, Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
DataTransferNotice,Data Transfer Notice,Notice for the legal entity for the transfer of its data,dpv:Notice,dpv:OrganisationalMeasure,,,,,DGA 5.9,2024-04-14,,accepted,"Georg P. Krog, Paul Ryan, David Hickey, Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,,,
AINotice,AI Notice,A notice providing information regarding the particulars of an AI system such as its intended purpose and proper use,dpv:Notice,dpv:OrganisationalMeasure,,,,,,2024-12-01,,accepted,Delaram Golpayegani,,,,,,,,,,,,,,,,,,
Notification,Notification,Notification represents the provision of a notice i.e. notifying,,dpv:OrganisationalMeasure,,,,"Notice refers to the information whereas Notification refers to the provision of that notice. The distinction is important as there are specific obligations associated with notice and notifications. For example, a data breach notice refers to the information about the breach intended to be provided to another entity, whereas notification refers to the act of providing the entity with the notice",,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
SecurityIncidentNotification,Security Incident Notification,Notification of information about security incident(s),dpv:Notification,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataBreachNotification,Data Breach Notification,"Notification of information about data breach(es) i.e. unauthorised transfer, access, use, or modification of data",dpv:SecurityIncidentNotification,dpv:OrganisationalMeasure,,,,,"DGA 12.k, DGA 21.5 GDPR 33, GDPR 34",2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
RecordsOfActivities,Records of Activities,Records of activities within some context such as maintenance tasks or governance functions,,dpv:OrganisationalMeasure,,,,"Records can be any information associated with the activity e.g. logs, summaries.",,2021-09-08,2024-05-05,accepted,"Georg P. Krog, Harshvardhan J. Pandit, Paul Ryan",https://www.w3.org/2021/07/07-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
DataProcessingRecord,Data Processing Record,"Record of data processing, whether ex-ante or ex-post",dpv:RecordsOfActivities,dpv:OrganisationalMeasure,,,,,,2021-09-08,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2021/07/07-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
ConsentRecord,Consent Record,A Record of Consent or Consent related activities,dpv:DataProcessingRecord,dpv:OrganisationalMeasure,,,,,,2022-06-22,,accepted,"Georg P. Krog, Harshvardhan J. Pandit, Paul Ryan, Julian Flake",https://www.w3.org/2022/06/22-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
ConsentReceipt,Consent Receipt,A record of consent or consent related activities that is provided to another entity,dpv:ConsentRecord,dpv:OrganisationalMeasure,,,,,,2022-06-22,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/22-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
ROPA,Records of Processing Activities,A Record of Processing Activities (ROPA) is a document detailing processing activities,dpv:DataProcessingRecord,dpv:OrganisationalMeasure,,,,"ROPA under GDPR Art.30 has specific requirements regarding the information to be maintained. Additionally, Data Protection Authorities also provide additional information guidelines for information to be maintained in a ROPA. For more information see https://w3id.org/dpcat",,2021-09-08,2024-04-14,accepted,"Georg P. Krog, Harshvardhan J. Pandit, Paul Ryan",https://www.w3.org/2021/07/07-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
SecurityIncidentRecord,Security Incident Record,Record of a security incident,dpv:RecordsOfActivities,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataBreachRecord,Data Breach Record,Record of a data breach incident,dpv:RecordsOfActivities,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
DataTransferRecord,Data Transfer Record,Record of data transfer activities,dpv:DataProcessingRecord,dpv:OrganisationalMeasure,,,,,,2024-04-14,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,,,
Consultation,Consultation,"Consultation is a process of receiving feedback, advice, or opinion from an external agency",,dpv:OrganisationalMeasure,,,,,,2020-11-04,,accepted,"Georg P. Krog, Harshvardhan J. Pandit, Paul Ryan",https://www.w3.org/community/dpvcg/wiki/Workshop20201104,,,,,,,,,,,,,,,,,
ConsultationWithAuthority,Consultation with Authority,Consultation with an authority or authoritative entity,dpv:Consultation,dpv:OrganisationalMeasure,,,,,,2020-11-04,,accepted,"Georg P. Krog, Harshvardhan J. Pandit, Paul Ryan",https://www.w3.org/community/dpvcg/wiki/Workshop20201104,,,,,,,,,,,,,,,,,
ConsultationWithDataSubject,Consultation with Data Subject,Consultation with data subject(s) or their representative(s),dpv:Consultation,dpv:OrganisationalMeasure,,,,,,2022-06-15,,accepted,"Harshvardhan J. Pandit, Georg P. Krog",https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
ConsultationWithDataSubjectRepresentative,Consultation with Data Subject Representative,Consultation with representative of data subject(s),dpv:ConsultationWithDataSubject,dpv:OrganisationalMeasure,,,,,,2022-10-22,,accepted,"Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,,,
ConsultationWithDPO,Consultation with DPO,Consultation with Data Protection Officer(s),dpv:Consultation,dpv:OrganisationalMeasure,,,,,,2022-06-15,,accepted,"Harshvardhan J. Pandit, Georg P. Krog",https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
UserTraining,,,,,,,,,,,,,,
StaffTraining,Staff Training,Practices and policies regarding training of staff members,,dpv:OrganisationalMeasure,,,,,,2019-04-05,,accepted,"Axel Polleres, Rob Brennan, Harshvardhan J. Pandit, Mark Lizar",https://www.w3.org/2019/04/05-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
SecurityKnowledgeTraining,Security Knowledge Training,Training intended to increase knowledge regarding security,dpv:StaffTraining,dpv:OrganisationalMeasure,,,,,"(ENISA 5G Cybersecurity Standards,https://www.enisa.europa.eu/publications/5g-cybersecurity-standards)",2022-08-17,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/08/17-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
CybersecurityTraining,Cybersecurity Training,Training methods related to cybersecurity,dpv:StaffTraining,dpv:OrganisationalMeasure,,,,,"(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)",2022-08-17,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/08/17-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
ProfessionalTraining,Professional Training,Training methods that are intended to provide professional knowledge and expertise,dpv:StaffTraining,dpv:OrganisationalMeasure,,,,,"(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)",2022-08-17,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/08/17-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
DataProtectionTraining,Data Protection Training,Training intended to increase knowledge regarding data protection,dpv:StaffTraining,dpv:OrganisationalMeasure,,,,,"(ENISA 5G Cybersecurity Standards,https://www.enisa.europa.eu/publications/5g-cybersecurity-standards)",2022-08-17,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/08/17-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
EducationalTraining,Educational Training,Training methods that are intended to provide education on topic(s),dpv:StaffTraining,dpv:OrganisationalMeasure,,,,,"(ENISA Reference Incident Classification Taxonomy 2018,https://www.enisa.europa.eu/publications/reference-incident-classification-taxonomy/)",2022-08-17,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/08/17-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
Safeguard,Safeguard,A safeguard is a precautionary measure for the protection against or mitigation of negative effects,,dpv:OrganisationalMeasure,,,,This concept is relevant given the requirement to assert safeguards in cross-border data transfers,,2021-09-22,,accepted,"David Hickey, Paul Ryan, Georg P. Krog, Harshvardhan J. Pandit",https://www.w3.org/2021/07/07-dpvcg-minutes.html,,,,,,,,,,,,,,,,,
