Term,Label,Definition,ParentTerm,ParentType,Value,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
EducationStudentIdentityVerification,Education - Student Identity Verification,"Purposes associated with verification of a student's identity in an educational context, such as for exams or access to resources","sector:EducationStudentIntegrityManagement,dpv:IdentityVerification",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationStudentCheatingAssessment,Education - Student Cheating Assessment,"Purposes associated with detection, assessment, and management of activities considered as cheating or other activities considered to subvert rules or to obtain unfair advantage in the context of educational services and assessments","sector:EducationStudentIntegrityManagement,dpv:FraudPreventionAndDetection",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationStudentMisconductInvestigation,Education - Student Misconduct Investigation,Purposes associated with investigating and assessing potential misconduct by or on a student or a group of students in an educational context,sector:EducationStudentIntegrityManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationStudentIntegrityTraining,Education - Student Integrity Training,"Purposes associated with providing, assessing, and managing training for students regarding integrity in an educational context",sector:EducationStudentIntegrityManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationStudentProctoring,Education - Student Proctoring,Purposes associated with proctoring i.e. monitoring of students during an assessment with the aim of ensuring they do not cheat,sector:EducationStudentCheatingAssessment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationStudentInPersonProctoring,Education - Student In Person Proctoring,Purposes associated with in-person or physical proctoring i.e. monitoring of students physically present within a particular location during an assessment with the aim of ensuring they do not cheat,sector:EducationStudentProctoring,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationStudentOnlineProctoring,Education - Student Online Proctoring,Purposes associated with online or virtual or remote proctoring i.e. monitoring of students present virtually over an online platform or within their remote physical location during an assessment with the aim of ensuring they do not cheat,sector:EducationStudentProctoring,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationResearchManagement,Education - Research Management,Purposes associated with research activities and management of research activities within an educational context e.g. within university departments or research groups,"sector:EducationManagement,dpv:AcademicResearch",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationResearchIntegrityManagement,Education - Research Integrity Management,"Purposes associated with assessment, determination, and management of integrity for or of research activities and outputs in an educational or academic research context","sector:EducationResearchManagement,dpv:OrganisationRiskManagement",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationResearchDataManagement,Education - Research Data Management,Purposes associated with management of data in an educational or academic research context,sector:EducationResearchManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
EducationResearchUserStudyManagement,Education - Research User Study Management,Purposes associated with conducting and assessing studies involving people (as user studies) in an educational or academic research context,sector:EducationResearchManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
InfrastructureManagement,Infrastructure Management,Purposes associated with management of infrastructure,,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
TransportManagement,Transport Management,Purposes associated with management of transport infrastructure,sector:InfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
AviationInfrastructureManagement,Aviation Infrastructure Management,Purposes associated with management of aviation transport infrastructure,sector:TransportManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadInfrastructureManagement,Road Infrastructure Management,Purposes associated with management of road transport infrastructure,sector:TransportManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadManagement,Road Management,Purposes associated with management of roads as a transport infrastructure,sector:RoadInfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTrafficManagement,Road Traffic Management,Purposes associated with management of road traffic,sector:RoadManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadSafetyMonitoring,Road Safety Monitoring,Purposes associated with management of road safety,sector:RoadManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadAccidentMonitoring,Road Accident Monitoring,Purposes associated with monitoring of accidents on roads,sector:RoadSafetyMonitoring,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadConditionMonitoring,Road Condition Monitoring,"Purposes associated with monitoring of road conditions, including weather conditions for safety",sector:RoadSafetyMonitoring,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadPedestrianSafetyMonitoring,Road Pedestrian Safety Monitoring,"Purposes associated with monitoring of conditions, pedestrians, and traffic for safety related to use of roads for pedestrians",sector:RoadSafetyMonitoring,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadSchoolZoneSafetyMonitoring,Road School Zone Safety Monitoring,"Purposes associated with monitoring of conditions, pedestrians, and traffic for safety in an area nearby or including a school or other similar institutes",sector:RoadSafetyMonitoring,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadMaintenanceScheduling,Road Maintenance Scheduling,Purposes associated with scheduling and managing road maintainence,sector:RoadManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadResearchDevelopment,Road Research Development,"Purposes associated with management of research and development for road infrastructure, including planning changes and new infrastructure, analysing traffic and accident patterns, and environmental impact analysis",sector:RoadManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadInfrastructurePlanning,Road Infrastructure Planning,Purposes associated with planning road infrastructure,"sector:RoadResearchDevelopment,dpv:ResearchAndDevelopment,dpv:PublicBenefit",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTrafficAnalysis,Road Traffic Analysis,Purposes associated with analysis of road traffic with the goal of researching and developing improvements to road infrastructure,sector:RoadResearchDevelopment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadAccidentAnalysis,Road Accident Analysis,Purposes associated with analysis of accidens with the goal of researching and developing improvements to road infrastructure,sector:RoadResearchDevelopment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadEnvironmentalImpactAnalysis,Road Environmental Impact Analysis,Purposes associated with conducting environmental impact analysis regarding use and development of road infrastructure,sector:RoadResearchDevelopment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadEmergencyResponseManagement,Road Emergency Response Management,Purposes associated with management of emergency response and other safety activities in relation to emergencies in use of road transport infrastructure,sector:RoadManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadEmergencySceneManagement,Road Emergency Scene Management,Purposes associated with management of the scene during an accident or other emergencies in use of road transport infrastructure,sector:RoadEmergencyResponseManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadEmergencyRouteManagement,Road Emergency Route Management,Purposes associated with management of routes used for emergency response or managing traffic in response to an emergency response in use of road transport infrastructure,sector:RoadEmergencyResponseManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTollManagement,Road Toll Management,Purposes associated with management of tolls and other forms of fees for use of road infrastructure,sector:RoadManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTollCollection,Road Toll Collection,Purposes associated with collection of tolls and other forms of fees for use of road transport infrastructure,sector:RoadTollManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RailTransportManagement,Rail Transport Management,Purposes associated with management of rail transport infrastructure,sector:TransportManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalInfrastructureManagement,Critical Infrastructure Management,Purposes associated with management of infrastructure considered essential or critical for functioning of society and economy as defined by a government or a legislation,sector:InfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalEnergyManagement,Critical Energy Management,Purposes associated with management of critical energy infrastructure and services,sector:CriticalInfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalElectricityManagement,Critical Electricity Management,Purposes associated with management of critical electric energy infrastructure and services,sector:CriticalEnergyManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalGasManagement,Critical Gas Management,Purposes associated with management of critical gas energy infrastructure and services,sector:CriticalEnergyManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalWaterManagement,Critical Water Management,Purposes associated with management of critical water infrastructure and services,sector:CriticalInfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalHeatingManagement,Critical Heating Management,Purposes associated with management of critical heating infrastructure and services,sector:CriticalInfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalCommunicationManagement,Critical Communication Management,Purposes associated with management of critical communications infrastructure and services,sector:CriticalInfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalEmergencyResponseManagement,Critical Emergency Response Management,Purposes associated with management of emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,sector:CriticalInfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalEmergencyResponseEligibilityAssessment,Critical Emergency Response Eligibility Assessment,Purposes associated with assessment of eligibility to dispatch and use emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,sector:EmergencyResponseManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalEmergencyResponseTriage,Critical Emergency Response Triage,Purposes associated with prioritisation and other triage procedures to dispatch and use emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,sector:EmergencyResponseManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalEmergencyResponseDispatchManagement,Critical Emergency Response Dispatch Management,Purposes associated with identifying routes and other dispatch related activities for emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,sector:EmergencyResponseManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalEmergencyResponseCommunicationManagement,Critical Emergency Response Communication Management,Purposes associated with communications involved to request and use emergency response services such as fire fighters and paramedics considered as part of critical infrastructure,sector:EmergencyResponseManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalWasteManagement,Critical Waste Management,Purposes associated with management of waste collection and management considered as part of critical infrastructure,sector:CriticalInfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
CriticalDigitalInfrastructureManagement,Critical Digital Infrastructure Management,Purposes associated with management of digital infrastructure considered as part of critical infrastructure,sector:CriticalInfrastructureManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportManagement,Public Transport Management,Purposes associated with management of public transport services,"sector:TransportManagement,dpv:PublicBenefit",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportServiceProvision,Public Transport Service Provision,Purposes associated with provision of public transport services,sector:PublicTransportManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportTicketManagement,Public Transport Ticket Management,Purposes associated with management of ticketing and other forms of documentation enabling use of public transport services,sector:PublicTransportServiceProvision,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportComplaintManagement,Public Transport Complaint Management,"Purposes associated with collection, resolution, and analysis of complaints in relation to use of public transport services",sector:PublicTransportManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportSafetyManagement,Public Transport Safety Management,"Purposes associated with management of safety in use of public transport services, such as through deployment of CCTV cameras in buses or on public transport premises","sector:PublicTransportManagement,dpv:PublicBenefit",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportFraudManagement,Public Transport Fraud Management,"Purposes associated with detection, resolution, and analysis of fraud in use of public transport services","sector:PublicTransportManagement,dpv:PublicBenefit",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportResearchDevelopment,Public Transport Research Development,Purposes associated with research and development activities in relation to public transport services,"sector:PublicTransportManagement,dpv:ResearchAndDevelopment,dpv:PublicBenefit",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportPerformanceAnalysis,Public Transport Performance Analysis,Purposes associated with analysis of performance and other characteristics  with the goal of identifying and making improvements related to public transport services,sector:PublicTransportResearchDevelopment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportPassengerFlowAnalysis,Public Transport Passenger Flow Analysis,"Purposes associated with analysis of passenger movements in relation to use of public transport services, such as for identifying which areas are most busy on specific days",sector:PublicTransportResearchDevelopment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportDemandForecasting,Public Transport Demand Forecasting,Purposes associated with predicting demand in relation to public transport services,sector:PublicTransportResearchDevelopment,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PubilcServiceManagement,Pubilc Service Management,Purposes associated with management of public services,sector:PublicBenefit,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicServiceEligibilityAssessment,Public Service Eligibility Assessment,Purposes associated with assessing the eligbility of a person to receive or continue to receive public services,sector:PublicServiceManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicServiceProvision,Public Service Provision,Purposes associated with provision of public services,"sector:PublicServiceManagement,dpv:ServiceProvision",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicServiceDistributionManagement,Public Service Distribution Management,"Purposes associated with managing the distribution in relation to public services, such as increasing, decreasing, granting, revoking, or reducing the service or related benefits",sector:PublicServiceProvision,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicServiceFraudPreventionDetection,Public Service Fraud Prevention Detection,Purposes associated with fraud detection and prevention in relation to public services,"sector:PublicServiceManagement,dpv:FraudPreventionAndDetection",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialWelfareManagement,Social Welfare Management,Purposes associated with management of social welfare,sector:PublicServiceManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialWelfareEligibilityAssessment,Social Welfare Eligibility Assessment,Purposes associated with assessment of eligibility of a person to receive or continue to receive social welfare,sector:SocialWelfareManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialWelfareProvision,Social Welfare Provision,Purposes associated with provision of social welfare,"sector:SocialWelfareManagement,dpv:PublicServiceProvision",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialWelfareDistributionManagement,Social Welfare Distribution Management,"Purposes associated with managing the distribution in relation to social welfare, such as increasing, decreasing, granting, revoking, or reducing the service or related benefits",sector:SocialWelfareProvision,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialWelfareEnrollmentManagement,Social Welfare Enrollment Management,Purposes associated with enrollment and managing enrollment of persons for the purposes of providing social welfare,sector:SocialWelfareManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialWelfareRiskAssessment,Social Welfare Risk Assessment,Purposes associated with conducting risk and impact assessments in relation to use of social welfare,"sector:SocialWelfareManagement,dpv:OrganisationRiskManagement,dpv:FraudPreventionAndDetection",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialAssistanceManagement,Social Assistance Management,Purposes associated with management of social assistance services,sector:SocialWelfareManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
HousingWelfareManagement,Housing Welfare Management,Purposes associated with management of housing as part of social assistance and welfare services,sector:SocialAssistanceManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialInsuranceManagement,Social Insurance Management,Purposes associated with management of social insurance as part of social assistance and welfare services,sector:SocialAssistanceManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
SocialSecurityManagement,Social Security Management,Purposes associated with management of social security as part of social assistance and welfare services,sector:SocialAssistanceManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
HealthcareManagement,Healthcare - Management,Purposes associated with management of healthcare infrastructure and services,,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
HealthcareServiceManagement,Healthcare - Service Management,Purposes associated with management of healthcare services,sector:HealthcareManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
HealthcarePrimaryCareManagement,Healthcare - Primary Care Management,Purposes associated with management of primary healthcare services,sector:HealthcareServiceManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
HealthcareSpecialisedCareManagement,Healthcare - Specialised Care Management,Purposes associated with management of specialised healthcare services,sector:HealthcareServiceManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
HealthcareEmergencyCareManagement,Healthcare - Emergency Care Management,Purposes associated with management of emergency care as part of healthcare services,sector:HealthcareServiceManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
