Term,Label,Definition,ParentTerm,ParentType,Value,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
RoadTrafficLawViolationDetection,Road Traffic Law Violation Detection,Purposes associated with detection of violations related to road traffic law,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTrafficLawViolationFineAssessment,Road Traffic Law Violation Fine Assessment,Purposes associated with determination and calculation related to assessment of fines for violations of road traffic law,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTrafficLawViolationCommunication,Road Traffic Law Violation Communication,Purposes associated with managing communications related to violations of road traffic law violations,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTrafficLawViolationFineCollection,Road Traffic Law Violation Fine Collection,Purposes associated with managing payment and collection of fines related to violations of road traffic law,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportLawEnforcement,Public Transport Law Enforcement,Purposes associated with enforcement of road traffic law for public transport infrastructure and services,sector-law:RoadTrafficLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportViolationDetection,Public Transport Violation Detection,Purposes associated with detection of violations related to road traffic law within or including public transport,sector-law:PublicTransportLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportSafetyMonitoring,Public Transport Safety Monitoring,Purposes associated with monitoring public transport infrastructure and services for the purposes of public safety,sector-law:PublicTransportLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PublicTransportFraudManagement,Public Transport Fraud Management,Purposes associated with fraud prevention and detection and management related to public transport infrastructure and services,sector-law:PublicTransportLawEnforcement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RoadTollViolationDetection,Road Toll Violation Detection,Purposes associated with detection of violations related to road toll collection and payment,"sector-infra:RoadTollManagement,sector-law:RoadTrafficLawEnforcement",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalInstitutionalManagement,Legal Institutional Management,Purposes associated with management of institutions part of the legal system,sector-law:JusticeManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
PrisonManagement,Prison Management,Purposes associated with management of prison institutions part of the legal system,sector-law:LegalInstitutionalManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ProbationManagement,Probation Management,Purposes associated with management of probation institutions part of the legal system,sector-law:LegalInstitutionalManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
RehabilitationManagement,Rehabilitation Management,Purposes associated with management of rehabilitation institutions part of the legal system,sector-law:LegalInstitutionalManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
JudicialSystemManagement,Judicial System Management,"Purposes associated with administration and coordination of the operations, processes, and resources within the judicial system",sector-law:JusticeManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
JudicialCaseManagement,Judicial Case Management,Purposes associated with management of cases within the judicial system,sector-law:JudicialSystemManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
JudicialLegalInterpretation,Judicial Legal Interpretation,"Purposes associated with interpretation of laws, arguments, and facts and other related information within the judicial system",sector-law:JudicialSystemManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
JudicialDecisionMaking,Judicial Decision Making,Purposes associated with making decisions related to legal determinations within the judicial system such as in courts cases or in authority rulings,sector-law:JudicialSystemManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
JudicialRecordKeeping,Judicial Record Keeping,Purposes associated with record keeping within the judicial system,sector-law:JudicialSystemManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
JudicialDisputeManagement,Judicial Dispute Management,"Purposes associated with detection, assessment, identifying resolutions, and other activities related to management of disputes within the judicial system",sector-law:JudicialSystemManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalComplaintManagement,Legal Complaint Management,Purposes associated with management of complaints within the judicial system,sector-law:JudicialSystemManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
LegalAidProvision,Legal Aid Provision,Purposes associated with provision of legal aid within the judicial system,sector-law:JudicialSystemManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationManagement,Immigration Management,Purposes associated with management of immigration within the legal system,sector-law:JusticeManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationRequestManagement,Immigration Request Management,Purposes associated with management of requests related to immigration within the legal system,sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationEligibilityAssessment,Immigration Eligibility Assessment,Purposes associated with assessment of eligibility related to immigration within the legal system,sector-law:ImmigrationRequestManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationApplicationManagement,Immigration Application Management,Purposes associated with management of applications related to immigration within the legal system,sector-law:ImmigrationRequestManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationApplicationCollection,Immigration Application Collection,xPurposes associated with collection of applications related to immigration within the legal system,sector-law:ImmigrationApplicationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationApplicationScreening,Immigration Application Screening,Purposes associated with screening or filtering applications related to immigration within the legal system,sector-law:ImmigrationApplicationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationApplicationAssessment,Immigration Application Assessment,"Purposes associated with assessment of applications for validity, determination of outcomes such as visa durations, and determining decisions such as visa approved related to immigration within the legal system",sector-law:ImmigrationApplicationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationDecisionCommunication,Immigration Decision Communication,Purposes associated with communicating decisions for applications related to immigration within the legal system,sector-law:ImmigrationRequestManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationIdentityVerification,Immigration Identity Verification,Purposes associated with verification of identity related to immigration within the legal system,"sector-law:ImmigrationRequestManagement,dpv:IdentityVerification",dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationDocumentVerification,Immigration Document Verification,Purposes associated with verification of documents and information related to immigration within the legal system,sector-law:ImmigrationRequestManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationClaimVerification,Immigration Claim Verification,"Purposes associated with verification of claims, such as background, history, and past life related to immigration within the legal system",sector-law:ImmigrationRequestManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationVisaManagement,Immigration Visa Management,"Purposes associated with management of visas, including collecting and processing of applications, determining eligibility, making and communicating decisions, and enforcing the limits as related to immigration within the legal system",sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationResidencyPermitManagement,Immigration Residency Permit Management,"Purposes associated with management of residency permits, including collecting and processing of applications, determining eligibility, making and communicating decisions, and enforcing the limits as related to immigration within the legal system",sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationWorkAuthorisationManagement,Immigration Work Authorisation Management,"Purposes associated with management of work authorisations, including collecting and processing of applications, determining eligibility, making and communicating decisions, and enforcing the limits as related to immigration within the legal system",sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationTransitPermitManagement,Immigration Transit Permit Management,"Purposes associated with management of transit permits or transit visas, including collecting and processing of applications, determining eligibility, making and communicating decisions, and enforcing the limits as related to immigration within the legal system",sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationAsylumManagement,Immigration Asylum Management,"Purposes associated with management of requests or petitions for asylum including collecting and processing of applications, determining eligibility, making and communicating decisions, and enforcing the limits as related to immigration within the legal system",sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationMigrationManagement,Immigration Migration Management,"Purposes associated with management of requests or petitions for migration including collecting and processing of applications, determining eligibility, making and communicating decisions, and enforcing the limits as related to immigration within the legal system",sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationSecurityManagement,Immigration Security Management,Purposes related to management of security related to immigration within the legal system,sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationHealthRiskManagement,Immigration Health Risk Management,Purposes related to management of health risks as part of security related to immigration within the legal system,sector-law:ImmigrationSecurityManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationHealthRiskDetection,Immigration Health Risk Detection,Purposes related to detecting health risks as part of security related to immigration within the legal system,sector-law:ImmigrationHealthRiskManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationHealthRiskPrediction,Immigration Health Risk Prediction,Purposes related to predicting health risks as part of security related to immigration within the legal system,sector-law:ImmigrationHealthRiskManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationFraudManagement,Immigration Fraud Management,Purposes associated with detection and prevention of fraud related to immigration within the legal system,sector-law:ImmigrationSecurityManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
UnauthorisedMigrationManagement,Unauthorised Migration Management,"Purposes associated with detection, prevention, and management of unauthorised migration within the legal system",sector-law:ImmigrationSecurityManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
UnauthorisedMigrationPrediction,Unauthorised Migration Prediction,Purposes associated with predicting unauthorised migration within the legal system,sector-law:UnauthorisedMigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
UnauthorisedMigrationDetection,Unauthorised Migration Detection,Purposes associated with detecting unauthorised migration within the legal system,sector-law:UnauthorisedMigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationBorderControlManagement,Immigration Border Control Management,Purposes associated with border control within the legal system,sector-law:ImmigrationSecurityManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationBorderIdentityVerification,Immigration Border Identity Verification,Purposes associated with verification of identity at the border as defined in the legal system,sector-law:ImmigrationBorderControlManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationBorderDocumentVerification,Immigration Border Document Verification,Purposes associated with verification of documents and information at the border as defined in the legal system,sector-law:ImmigrationBorderControlManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationExpiredPermitManagement,Immigration Expired Permit Management,"Purposes associated with management of expired visas, authorisations, and other permits related to immigration within the legal system",sector-law:ImmigrationSecurityManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
ImmigrationComplaintManagement,Immigration Complaint Management,Purposes associated with management of complaints related to immigration within the legal system,sector-law:ImmigrationManagement,dpv:Purpose,,,,,,2024-12-01,,accepted,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,dpv:CriminalOffencePrediction -> dpv:CrimeFirstOffencePrediction,,,,
,,,,,,,,,,,,,dpv:CriminalOffencePrediction -> dpv:CrimeRepeatOffencePrediction,
