Term,Label,Definition,ParentTerm,ParentType,Right,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
JustificationA12ManifestlyExcessive,Justification A12 - Manifestly Excessive,Justification that a request under A13-A22 and A34 is manifestly excessive and therefore is being charged a fee or is being refused,justifications:ProcessExcessive,dpv:Justification,"A13,A14,A15,A16,A17,A18,A19,A20,A21,A22",,,"This justification requires information on why or how the assessment of manifestly excessive was made, which can be provided as a description of comment",GDPR Art.12-5,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,
JustificationA12IdentityFailure,Justification A12 - Identity Failure,Justification that a request under A14-21 could not be fulfiled due to lack of identity verification,justifications:IdentityVerificationFailure,dpv:Justification,"A14,A15,A16,A17,A18,A19,A20,A21",,,"For justifications where identity cannot be verified and requires additional information, eu-gdpr:A12IdentityVerificationRequired should be used",GDPR Art.12-6,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,
JustificationA12IdentityRequired,Justification A12 - Identity Required,"Justification that a request under A14-21 could not be fulfiled due to lack of identity verification, and therefore requires additional information to complete the identity verification request",justifications:IdentityVerificationRequired,dpv:Justification,"A14,A15,A16,A17,A18,A19,A20,A21",,,"If the purpose of this justification is to ask for identity verification, then it requires information on what information is considered as an accepable form of identity, which can ideally be expressed through dpv:Process and relevant dpv:PersonalData categories, or through a comment or description for the justification",GDPR Art.12-6,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,
JustificationA12Delay,Justification A12 - Delay,Justification that the request under A15-A22 is delayed,justifications:DelayJustification,dpv:Justification,"A15,A16,A17,A18,A19,A20,A21,A22",,,"The justification is for when the initial process, which is to be completed within one month of receipt of the request, is delayed with Art.12-3 stating a duration of two further months where necessary taking into account the complexity and number of the requests. In such cases, the controller is needed to inform the data subject of the extension within one month of receipt of the request together with the reasons for the delay - which is done through this extension. Information about expected duration of response can be provided through use of dpv:hasDuration. The specific nature of delay can be expressed through use of eu-gdpr:A12ComplexityOfRequest or eu-gdpr:A12HighVolumeOfRequest",GDPR Art.12-3,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,
JustificationA12Complexity,Justification A12 - Complexity,Justification that the request under A15-A22 is delayed due to complexity in fulfilling it,"justifications:ComplexityOfProcess,eu-gdpr:JustificationA12Delay",dpv:Justification,"A15,A16,A17,A18,A19,A20,A21,A22",,,,GDPR Art.12-3,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,
JustificationA12HighVolume,Justification A12 - High Volume,Justification that the request under A15-A22 is delayed due to high volume of similar requestes required to be fulfilled,"justifications:HighVolumeOfProcesses,eu-gdpr:JustificationA12Delay",dpv:Justification,"A15,A16,A17,A18,A19,A20,A21,A22",,,,GDPR Art.12-3,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,
JustificationA12InformationRequired,Justification A12 - Information Required,Justification that the request under A14-21 could not be fulfilled due to additional information being required,justifications:InformationRequired,dpv:Justification,"A14,A15,A16,A17,A18,A19,A20,A21",,,"If the purpose of this justification is to ask for identity verification, then eu-gdpr:A12IdentityVerificationRequired should be used. The information required can be expressed using dpv:Process, which allows also expressing the purpose for why it is required and relevant dpv:PersonalData categories, or through a comment or description for the justification",GDPR Art.12-6,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit, Georg P. Krog",,,,,,,,,,,,,,,,
JustificationA17NonNecessity,Justification A17 - Non-Necessity,Justification that the A17 right to erasure or to be forgotten is being exercised as the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed,justifications:NonNecessityObjection,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,
JustificationA17NoLegalBasis,Justification A17 - No Legal Basis,Justification that the A17 right to erasure or to be forgotten is being exercised as the corresponding consent has been withdrawn and there is no other legal basis for the processing,justifications:LegalityLackingObjection,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,
JustificationA17ObjectA21,Justification A17 - Object A21,Justification that the A17 right to erasure or to be forgotten is being exercised through A21 right to object where there are no overriding legitimate grounds for the processing (A21-1) or as an objection to direct marketing (A21-2),justifications:Objection,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,
JustificationA17UnlawfulProcessing,Justification A17 - Unlawful Processing,Justification that the A17 right to erasure or to be forgotten is being exercised as the personal data have been unlawfully processed,justifications:UnlawfulActivityObjection,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,
JustificationA17LegalErasure,Justification A17 - Legal Erasure,Justification that the A17 right to erasure or to be forgotten is being exercised as the personal data have to be erased for compliance with a legal obligation in Union or Member State law to which the controller is subject,justifications:LegalObligation,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,
JustificationA17ChildData,Justification A17 - Child Data,Justification that the A17 right to erasure or to be forgotten is being exercised as the personal data of a child have been collected for information society services referred to in A8(1),justifications:InformationSocietyServicesOffer,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,"Beatriz Esteves, Harshvardhan J. Pandit",,,,,,,,,,,,,,,,
JustificationA17FreedomOfExpression,Justification A17 - Freedom Of Expression,Justification that the A17 right to erasure or to be forgotten could not be completed as the processing is necessary for exercising the right of freedom of expression and information,justifications:FreedomOfExpressionImpaired,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
JustificationA17LegallyRequired,Justification A17 - Legally Required,Justification that the A17 right to erasure or to be forgotten could not be completed as the processing is required for compliance with a legal obligation,justifications:LegalObligationImpaired,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
JustificationA17PublicInterest,Justification A17 - Public Interest,Justification that the A17 right to erasure or to be forgotten could not be completed due to ,justifications:PublicInterestCompromised,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
JustificationA17OfficialAuthority,Justification A17 - Official Authority,Justification that the A17 right to erasure or to be forgotten could not be completed due to ,justifications:OfficialAuthorityExerciseImpaired,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
JustificationA17PublicHealth,Justification A17 - Public Health,Justification that the A17 right to erasure or to be forgotten could not be completed due to ,justifications:PublicHealthCompromised,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
JustificationA17Archiving,Justification A17 - Archiving,Justification that the A17 right to erasure or to be forgotten could not be completed due to ,justifications:PublicInterestArchivingImpaired,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
JustificationA17LegalClaims,Justification A17 - Legal Claims,Justification that the A17 right to erasure or to be forgotten could not be completed due to ,justifications:LegalClaimImpaired,dpv:Justification,A17,,,,GDPR Art.17-,2024-12-17,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
