Term,Label,Definition,ParentTerm,ParentType,Value,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
IntentionStatus,Intention Status,Status indicating whether the specified context was intended or unintended,dpv:Status,sc,,,,Intention is associated with the goal or purpose for what is about to happen i.e. an ex-ante indication of whether the specified context is/was planned or intended. Intention and Expectation are closely related terms. We recommend using Intention when the entity has the ability to control the implementation and Expectation for when the entity does not have control or for what happens after or beyond the exercise of control.,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
Intended,Intended,Status indicating the specified context was intended,dpv:IntentionStatus,a,,,,,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
Unintended,Unintended,Status indicating the specified context was unintended i.e. not intended,dpv:IntentionStatus,a,,,,,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
ExpectationStatus,Expectation Status,Status indicating whether the specified context was intended or unintended,dpv:Status,,,,,Expectation is associated with the outcome of a goal or purpose for what is expected to happen i.e. an ex-post indication of what was expected to happen in the specified context. Intention and Expectation are closely related terms. We recommend using Intention when the entity has the ability to control the implementation and Expectation for when the entity does not have control or for what happens after or beyond the exercise of control.,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
Expected,Expected,Status indicating the specified context was expected,dpv:ExpectationStatus,a,,,,,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
Unexpected,Unexpected,Status indicating the specified context was unexpected i.e. not expected,dpv:ExpectationStatus,a,,,,,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
InvolvementStatus,Involvement Status,Status indicating whether the involvement of specified context,dpv:Status,sc,,,,,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
ActivelyInvolved,Actively Involved,Status indicating the specified context is 'actively' involved,dpv:InvolvementStatus,a,,,,An example of active involvement is a person directly using a system to enter information,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
PassivelyInvolved,Passively Involved,Status indicating the specified context is 'passively' involved,dpv:InvolvementStatus,a,,,,An example of passive involvement is a person being monitored by a CCTV,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
NotInvolved,Not Involved,Status indicating the specified context is 'not' involved,dpv:InvolvementStatus,a,,,,,,2024-05-10,,accepted,"Harshvardhan J. Pandit, Delaram Golpayegani, Georg P. Krog, Paul Ryan",,,,,,,,,,,,,,,,
NotificationStatus,Notification Status,"Status indicating whether notification(s) are planned, completed, or failed",dpv:Status,sc,,,,,,2024-05-19,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
NotificationPlanned,Notification Planned,Status indicating notification(s) are planned,,dpv:NotificationStatus,,,,,,2024-05-19,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
NotificationOngoing,Notification Ongoing,Status indicating notification(s) are ongoing,,dpv:NotificationStatus,,,,,,2024-05-19,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
NotificationCompleted,Notification Completed,Status indicating notification(s) are completed,,dpv:NotificationStatus,,,,,,2024-05-19,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
NotificationNotNeeded,Notification Not Needed,Status indicating notification(s) are not needed,,dpv:NotificationStatus,,,,,,2024-05-19,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
NotificationFailed,Notification Failed,Status indicating notification(s) could not be completed due to a failure,,dpv:NotificationStatus,,,,,,2024-05-19,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,,,
ReuseCompatibility,ReuseCompatibility,Status indicating whether the specified context is compatible with another earlier context,dpv:Status,sc,,,,"Compatibility refers to whether two contexts, such as dpv:Process instances, are compatible with each other based on a criteria which is not defined by the concept. This criteria can be based on requirements from law, such as GDPR's purpose compatibility or can be based on privacy norms such as contextual integrity. To express such interpretations, further concepts should be expanded from this base concept",,2025-06-19,2026-02-07,modified,"Harshvardhan J. Pandit, Georg P. Krog, Beatriz Esteves, Delaram Golpayegani, Julian Flake, Arthit Suriyawongkul",
PrimaryUse,Primary Use,Status indicating compatibility based on the use being either the original context or something that is compatible with it,,dpv:ReuseCompatibility,,,,"Primary Use refers to an assessment where two contexts are found to be compatible, e.g. if purpose is used to test compatibility, then for two activities the second activity is said be the primary use if its purpose is compatible with the first activity's purpose",,2025-06-19,2026-02-07,modified,"Harshvardhan J. Pandit, Georg P. Krog, Beatriz Esteves, Delaram Golpayegani, Julian Flake, Arthit Suriyawongkul",
SecondaryUse,Secondary Use,Status indicating incompatibility based on the use not being compatible with an earlier context,,dpv:ReuseCompatibility,,,,"Secondary Use refers to an assessment where two contexts are found to be incompatible, e.g. if purpose is used to test compatibility, then for two activities the second activity is said be the secondary use if its purpose is incompatible with the first activity's purpose",,2025-06-19,2026-02-07,modified,"Harshvardhan J. Pandit, Georg P. Krog, Beatriz Esteves, Delaram Golpayegani, Julian Flake, Arthit Suriyawongkul",
PrimaryInitialUse,Primary Initial Use,Status indicating this is the first or initial context which will be used for comparing compatibility with,dpv:PrimaryUse,dpv:ReuseCompatibility,,,,Primary Initial Use is useful to indicate this is the original or initial context which will be used as the measure to compare with for compatibility assessments,,2025-06-19,,proposed,"Harshvardhan J. Pandit, Georg P. Krog, Beatriz Esteves, Delaram Golpayegani, Julian Flake, Arthit Suriyawongkul",
PrimarySubsequentReuse,Primary Subsequent Reuse,Status indicating this is a compatible reuse with a prior initial context,dpv:PrimaryUse,dpv:ReuseCompatibility,,,,Primary Subsequent Reuse indicates that this is not the original or initial context but another context which is compatible with it,,2025-06-19,,proposed,"Harshvardhan J. Pandit, Georg P. Krog, Beatriz Esteves, Delaram Golpayegani, Julian Flake, Arthit Suriyawongkul",
SecondaryContextualReuse,Secondary Contextual Reuse,Status indicating incompatibility based on the use not being compatible with an earlier context but still being within the same broader context i.e. the degree of incompability does not violate or go beyond some established parameters or norms,dpv:SecondaryUse,dpv:ReuseCompatibility,,,,"Secondary Contextual Reuse is useful to indicate that even if the context is incompatible, the degree of incompatibility does not go beyond an established norm. For example, in healthcare settings, reusing data from patients for medical research is considered secondary use, however, it still occurs within the aegis and duties of the hospital and therefore is different from cases where another external for-profit company is reusing the data (which is represented as Tertiary Use)",,2025-06-19,,proposed,"Harshvardhan J. Pandit, Georg P. Krog, Beatriz Esteves, Delaram Golpayegani, Julian Flake, Arthit Suriyawongkul",
TertiaryUse,Tertiary Use,Status indicating incompatibility that goes beyond some established parameters or norms to the extent that it is considered tertiary or completely removed or detached from the initial primary use,dpv:SecondaryUse,dpv:ReuseCompatibility,,,,"Tertiary Use is useful to indicate that the incompatibility is to such a degree that it should not be considered mere secondary use of the data and should be further distinguished from it. For example, in healthcare, reusing data from patients for medical research is considered secondary use, but if the same data is being used by external third parties who have no relation to the patients and are not using it for public good, then it can be considered as a Tertiary Use. This concept is intended to be analogous to ""Third Party"" in privacy contexts",,2025-06-19,,proposed,"Harshvardhan J. Pandit, Georg P. Krog, Beatriz Esteves, Delaram Golpayegani, Julian Flake, Arthit Suriyawongkul",
CompatibilityUnknown,Compatibility Unknown,Status indicating the compatibility of the context with an earlier context is currently unknown,,dpv:ReuseCompatibility,,,,,,2025-06-19,2026-02-07,modified,"Harshvardhan J. Pandit, Georg P. Krog, Beatriz Esteves, Delaram Golpayegani, Julian Flake, Arthit Suriyawongkul",
